es,var,study_id,factor_1,factor_2,factor_3
0.0242404793189344,0.023397092755739,7563,Non-Randomized Class, Aggression/Bullying, Mixture
-0.0715944968509308,0.0282866550783404,7563,Non-Randomized Class, Aggression/Bullying, Mixture
-0.322269340388027,0.00925670214381837,2324,Non-Randomized School, Aggression/Bullying, Mixture
-0.37801661564391,0.0103146909339877,2324,Non-Randomized School, Aggression/Bullying, Mixture
-0.387638690294362,0.0126637136033428,2324,Non-Randomized School, Cyberbullying, Mixture
-0.478807903730894,0.012258095799509,2324,Non-Randomized School, Cyberbullying, Mixture
0.0652219473833967,0.0245164762346265,4705,Randomized Individual, Cyberbullying, Mixture
0.00204789204280531,0.0244861420676199,4705,Randomized Individual, Cyberbullying, Mixture
-0.661844190613295,0.0317146113403684,7899,Randomized School, Cyberbullying, Public
-0.411449021314208,0.0438786996003288,7899,Randomized School, Cyberbullying, Public
-0.504531001376098,0.0341027434228411,7899,Randomized School, Cyberbullying, Public
-0.217148781761133,0.0380858524001321,7899,Randomized School, Cyberbullying, Public
0.111476308405924,0.0215540354719997,7899,Randomized School, Internalizing, Public
-0.155012284640496,0.0878892331761165,7899,Randomized School, Internalizing, Public
-1.11065543257473,0.0169,8446,Randomized Individual, Cyberbullying, Public
0.012001592300715,0.192721,8446,Randomized Individual, Cyberbullying, Public
0.281552419207028,0.108940018472543,8270,Non-Randomized School, Cyberbullying, Public
0.264019473073015,0.20036397915062,8270,Non-Randomized School, Cyberbullying, Public
-0.10764946219981,0.0495737611745796,8270,Non-Randomized School, Internalizing, Public
0.012251213123458,0.0156492838370307,9143,Randomized Individual, Cyberbullying, Mixture
-0.372331695000052,0.0238043682610784,7912,Non-Randomized Class, Aggression/Bullying, Public
-0.411540874070957,0.0238942366819248,7912,Non-Randomized Class, Aggression/Bullying, Public
-0.140999068047735,0.0234571455888232,7912,Non-Randomized Class, Relational Aggression, Public
-0.168262009828036,0.0234817987080075,7912,Non-Randomized Class, Cyberbullying, Public
-0.373499073851376,0.0412104573987667,7912,Non-Randomized Class, Aggression/Bullying, Public
-0.228128621459666,0.0235511863219774,7912,Non-Randomized Class, Relational Aggression, Public
-0.0706265553066373,0.031684,8561,Randomized School, Cyberbullying, Private
0.100311780895499,0.095481,8561,Randomized School, Aggression/Bullying, Private
0.0353144897721066,0.037636,8561,Randomized School, Aggression/Bullying, Private
0.103,0.0645959224598931,7636,Non-Randomized Individual, Cyberbullying, Private
-0.674,0.0629886363636364,7636,Non-Randomized Individual, Cyberbullying, Public
-0.478,0.0612947860962567,7636,Non-Randomized Individual, Cyberbullying, Public
-0.244377595419233,0.00901776804983607,8106,Randomized Individual, Aggression/Bullying, Public
-0.283546122538756,0.0070990580352807,8106,Randomized Individual, Aggression/Bullying, Public
-0.224290873920947,0.00836257412132897,8106,Randomized Individual, Cyberbullying, Public
-0.364256705747267,0.007575707399695,8106,Randomized Individual, Cyberbullying, Public
-0.150790566062081,0.00358309538086703,1093,Non-Randomized School, Cyberbullying, Mixture
-0.0062061314595367,0.00290300937303445,8561,Randomized School, Internalizing, Private
-0.00505841370013931,0.00290300704020902,8561,Randomized School, Internalizing, Private
0,0.023409,8105,Non-Randomized Individual, Cyberbullying, Public
0.389002355255997,0.938961,8105,Non-Randomized Individual, Cyberbullying, Public
-0.309591287130904,0.005625,8105,Non-Randomized Individual, Aggression/Bullying, Public
-0.135238515948006,0.023409,8105,Non-Randomized Individual, Aggression/Bullying, Public
0,0.023409,8105,Non-Randomized Individual, Aggression/Bullying, Public
0.20392256764922,0.287296,8105,Non-Randomized Individual, Aggression/Bullying, Public
-0.555327716287367,2.5e-5,8105,Non-Randomized Individual, Aggression/Bullying, Public
-0.420089200339361,0.005929,8105,Non-Randomized Individual, Aggression/Bullying, Public
-0.135238515948006,0.023409,8105,Non-Randomized Individual, Cyberbullying, Public
-0.555327716287367,0.032041,8105,Non-Randomized Individual, Cyberbullying, Public
-0.216166632690141,0.010404,8105,Non-Randomized Individual, Aggression/Bullying, Public
-0.729680487470264,0.016384,8105,Non-Randomized Individual, Aggression/Bullying, Public
0,0.032041,8105,Non-Randomized Individual, Aggression/Bullying, Public
-0.420089200339361,0.010404,8105,Non-Randomized Individual, Aggression/Bullying, Public
-0.216166632690141,6.4e-5,8105,Non-Randomized Individual, Aggression/Bullying, Public
-0.420089200339361,2.5e-5,8105,Non-Randomized Individual, Aggression/Bullying, Public
-1.59290812042068,0.281780762755753,7783,Non-Randomized Individual, Cyberbullying, Public
-2.04527786935655,0.310685501011967,7783,Non-Randomized Individual, Cyberbullying, Public
0.973463111359852,0.166284504749439,7736,Randomized School, Cyberbullying, Public
0.011692188566056,0.00412176983705507,6142,Randomized Class, School Performance, Public
0.0396558474218868,0.00412487821647296,6142,Randomized Class, School Performance, Public
-0.0332573342677506,0.00411874058051895,6142,Randomized Class, School Performance, Public
0.00145108116973842,0.00412086630726876,6142,Randomized Class, School Performance, Public
-0.0171922133542031,0.00411954471742793,6142,Randomized Class, School Performance, Public
-0.00650033000500625,0.00280264178611971,6142,Randomized Class, Aggression/Bullying, Public
-0.0295928570308814,0.00280300795597076,6142,Randomized Class, Aggression/Bullying, Public
-0.0828134761469378,0.00280519137880324,6142,Randomized Class, Aggression/Bullying, Public
-0.0524875676233252,0.00280371823994146,6142,Randomized Class, Aggression/Bullying, Public
-0.0673544054330521,0.00280436462432511,6142,Randomized Class, Aggression/Bullying, Public
-0.0153653928281786,0.00203384591979844,6142,Randomized Class, Aggression/Bullying, Public
-0.0045499116548313,0.00203374611293119,6142,Randomized Class, Aggression/Bullying, Public
-0.0748583078052609,0.00203551154736592,6142,Randomized Class, Aggression/Bullying, Public
0.00560768483673185,0.00203370924739918,6142,Randomized Class, Aggression/Bullying, Public
-0.0257621082872961,0.00278866134578909,6142,Randomized Class, Cyberbullying, Public
-0.011202785533421,0.0027884690386047,6142,Randomized Class, Cyberbullying, Public
0.0147249312485153,0.00278842978847965,6142,Randomized Class, Cyberbullying, Public
-0.00202969428645737,0.00278841075820694,6142,Randomized Class, Cyberbullying, Public
-0.0834294358294724,0.00224633879682327,6142,Randomized Class, Cyberbullying, Public
-0.0588610738571195,0.00224551755475933,6142,Randomized Class, Cyberbullying, Public
0.0286279988378878,0.00224477849535072,6142,Randomized Class, Cyberbullying, Public
-0.0425353674609874,0.0022451206624295,6142,Randomized Class, Cyberbullying, Public
-0.102182740067507,0.068748794461948,7736,Randomized School, Cyberbullying, Public
0.0973081690576586,0.0231242053057942,7736,Randomized School, Aggression/Bullying, Public
-0.486873383062193,0.0505384462591644,7736,Randomized School, Aggression/Bullying, Public
-0.00142478240254273,0.0236691751980014,7736,Randomized School, Aggression/Bullying, Public
-0.481554517740328,0.0451381370038187,7736,Randomized School, Aggression/Bullying, Public
-0.061,0.0220440045818008,7630,Non-Randomized School, Aggression/Bullying, Public
0.908,0.0276777255120333,7630,Non-Randomized School, Aggression/Bullying, Public
-0.101,0.0259660358142466,7630,Non-Randomized School, Cyberbullying, Public
0.08,0.0259026788277187,7630,Non-Randomized School, Cyberbullying, Public
-0.188090467051755,0.00373652055482179,1093,Non-Randomized School, Cyberbullying, Mixture
-0.0679165733469674,0.00280839572598409,1093,Non-Randomized School, Aggression/Bullying, Mixture
-0.192483525617764,0.00314695801063517,1093,Non-Randomized School, Aggression/Bullying, Mixture
0.103467180025382,0.0405883960055858,9371,Randomized Class, Cyberbullying, Private
0.0869164018379293,0.0584020449162722,9371,Randomized Class, Cyberbullying, Private
0.079941100158486,0.0398168480577315,9371,Randomized Class, Cyberbullying, Private
0.02646236665336,0.0586785504683274,9371,Randomized Class, Cyberbullying, Private
0.024841102771747,0.0368845812975475,7548,Randomized Class, Cyberbullying, Public
0.058380303566026,0.0369872532337071,7548,Randomized Class, Cyberbullying, Public
